sentence1	sentence2	paraphrase_types	sentence1_segment_location	sentence2_segment_location	sentence1_tokenized	sentence2_tokenized	id
Still, analysts said they were disappointed by the company's 68 million pretax charge for weather-related and test failure costs on its Polar Tanker crude oil tanker program.	Analysts also said they were disappointed by the company's $68 million pre-tax charge for weather-related and overhead costs on its Polar Tanker crude oil tanker program.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	"['Still', ',', 'analysts', 'said', 'they', 'were', 'disappointed', 'by', 'the', 'company', ""'s"", '68', 'million', 'pretax', 'charge', 'for', 'weather-related', 'and', 'test', 'failure', 'costs', 'on', 'its', 'Polar', 'Tanker', 'crude', 'oil', 'tanker', 'program', '.']"	"['Analysts', 'also', 'said', 'they', 'were', 'disappointed', 'by', 'the', 'company', ""'s"", '$', '68', 'million', 'pre-tax', 'charge', 'for', 'weather-related', 'and', 'overhead', 'costs', 'on', 'its', 'Polar', 'Tanker', 'crude', 'oil', 'tanker', 'program', '.\n']"	136a13f222054966af27603600ac7a35
In addition, UDDI will have to significantly be improved to handle those aspects of SOAs.	Even then, UDDI will have to be improved to handle those features.	[6, 7, 0, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 0, 0, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['In', 'addition', ',', 'UDDI', 'will', 'have', 'to', 'significantly', 'be', 'improved', 'to', 'handle', 'those', 'aspects', 'of', 'SOAs', '.']	['Even', 'then', ',', 'UDDI', 'will', 'have', 'to', 'be', 'improved', 'to', 'handle', 'those', 'features', '.\n']	48627a9f0a25499183573e2ea72e1c87
In fresh bloodshed last night, four Palestinian militants were killed by an explosion in the Gaza Strip, Palestinian witnesses and medics said.	On Sunday, four Palestinian militants were killed by an explosion in the northern Gaza Strip.	[6, 7, 0, 0, 0, 0, 0]	[7, 7, 7, 0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['In', 'fresh', 'bloodshed', 'last', 'night', ',', 'four', 'Palestinian', 'militants', 'were', 'killed', 'by', 'an', 'explosion', 'in', 'the', 'Gaza', 'Strip', ',', 'Palestinian', 'witnesses', 'and', 'medics', 'said', '.']	['On', 'Sunday', ',', 'four', 'Palestinian', 'militants', 'were', 'killed', 'by', 'an', 'explosion', 'in', 'the', 'northern', 'Gaza', 'Strip', '.\n']	978166de105c405cab3d1279f32310e0
Warden Gene Fischi said the two inmates broke a 12-by-18-inch cell window, threw a mattress to the ground, and shimmied down the makeshift rope to a second-story roof.	Jail warden Gene Fischi said said Selenski and Bolton broke their 12-inch-by-18-inch cell window, threw a mattress to the ground and shimmied down the rope to a second-story roof.	[2, 4, 5, 6, 7, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['Warden', 'Gene', 'Fischi', 'said', 'the', 'two', 'inmates', 'broke', 'a', '12-by-18-inch', 'cell', 'window', ',', 'threw', 'a', 'mattress', 'to', 'the', 'ground', ',', 'and', 'shimmied', 'down', 'the', 'makeshift', 'rope', 'to', 'a', 'second-story', 'roof', '.']	['Jail', 'warden', 'Gene', 'Fischi', 'said', 'said', 'Selenski', 'and', 'Bolton', 'broke', 'their', '12-inch-by-18-inch', 'cell', 'window', ',', 'threw', 'a', 'mattress', 'to', 'the', 'ground', 'and', 'shimmied', 'down', 'the', 'rope', 'to', 'a', 'second-story', 'roof', '.\n']	53f5c68541334590b52716d82e5ef9b4
They described the abductor as a Hispanic man in his 30s or early 40s, 5-feet-2 to 5-feet-5, weighing about 160 pounds.	They described the intruder as being in his 30s to early 40s, from 5-feet-2 to 5-feet-5-inches tall, weighing about 160 pounds.	[2, 4, 6, 7, 0, 0, 0]	[7, 7, 7, 4, 7, 7, 7, 7, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[0, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 7, 0, 0, 7, 7, 0, 0, 0, 0, 0, 0]	['They', 'described', 'the', 'abductor', 'as', 'a', 'Hispanic', 'man', 'in', 'his', '30s', 'or', 'early', '40s', ',', '5-feet-2', 'to', '5-feet-5', ',', 'weighing', 'about', '160', 'pounds', '.']	['They', 'described', 'the', 'intruder', 'as', 'being', 'in', 'his', '30s', 'to', 'early', '40s', ',', 'from', '5-feet-2', 'to', '5-feet-5-inches', 'tall', ',', 'weighing', 'about', '160', 'pounds', '.\n']	eba75d398b3f4ef1b9cfd1281a29b8dc
"He said it was a movie ""meant to inspire, not offend""."	"He said yesterday that the film is ""meant to inspire, not offend."""	[1, 2, 5, 6, 7, 0, 0]	[7, 7, 5, 5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[5, 5, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	"['He', 'said', 'it', 'was', 'a', 'movie', '``', 'meant', 'to', 'inspire', ',', 'not', 'offend', ""''"", '.']"	"['He', 'said', 'yesterday', 'that', 'the', 'film', 'is', '``', 'meant', 'to', 'inspire', ',', 'not', 'offend', '.', ""''\n""]"	bfba56aee5c846f286dc758d2a448041
Bush plans to meet with Israeli Prime Minister Ariel Sharon and the new Palestinian prime minister, Mahmoud Abbas, in the Jordanian port of Aqaba on Wednesday.	On Wednesday next week, Mr Bush will meet Israeli Prime Minister Ariel Sharon and new Palestinian leader Mahmoud Abbas in Aqaba, Jordan.	[1, 2, 3, 4, 6, 7, 0]	[3, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 7, 0, 1, 7, 0, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 3, 3, 2, 7, 7, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 7, 7, 0, 1, 7]	['Bush', 'plans', 'to', 'meet', 'with', 'Israeli', 'Prime', 'Minister', 'Ariel', 'Sharon', 'and', 'the', 'new', 'Palestinian', 'prime', 'minister', ',', 'Mahmoud', 'Abbas', ',', 'in', 'the', 'Jordanian', 'port', 'of', 'Aqaba', 'on', 'Wednesday', '.']	['On', 'Wednesday', 'next', 'week', ',', 'Mr', 'Bush', 'will', 'meet', 'Israeli', 'Prime', 'Minister', 'Ariel', 'Sharon', 'and', 'new', 'Palestinian', 'leader', 'Mahmoud', 'Abbas', 'in', 'Aqaba', ',', 'Jordan', '.\n']	82e585a968c44aa8a81a88ab6dd0e29e
"Ultimately, however, Mrs Clinton decided she still loved her husband – although ""as a wife, I wanted to wring Bill's neck""."	"She says she stayed in the marriage because she still loved him, although, ""as a wife, I wanted to wring Bill's neck""."	[2, 5, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 2, 2, 7, 7, 7, 7, 2, 2, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	"['Ultimately', ',', 'however', ',', 'Mrs', 'Clinton', 'decided', 'she', 'still', 'loved', 'her', 'husband', '–', 'although', '``', 'as', 'a', 'wife', ',', 'I', 'wanted', 'to', 'wring', 'Bill', ""'s"", 'neck', ""''"", '.']"	"['She', 'says', 'she', 'stayed', 'in', 'the', 'marriage', 'because', 'she', 'still', 'loved', 'him', ',', 'although', ',', '``', 'as', 'a', 'wife', ',', 'I', 'wanted', 'to', 'wring', 'Bill', ""'s"", 'neck', ""''"", '.\n']"	b405c00f07ff439b992eb7c7ee49a7ce
At 12 months there was still a difference in function, although it was not a significant one.	At 12 months, there was still a difference between the groups, but it was not considered significant.	[2, 5, 6, 7, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 0, 2, 0, 0, 0, 2, 2, 2, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 0, 2, 0, 0, 0, 7, 2, 0]	['At', '12', 'months', 'there', 'was', 'still', 'a', 'difference', 'in', 'function', ',', 'although', 'it', 'was', 'not', 'a', 'significant', 'one', '.']	['At', '12', 'months', ',', 'there', 'was', 'still', 'a', 'difference', 'between', 'the', 'groups', ',', 'but', 'it', 'was', 'not', 'considered', 'significant', '.\n']	24f8294d942347ea8e49f9a3c8cbf222
RAAF officers said yesterday a fully armed F/A-18 Hornet fighter-bomber was positioned to intercept the intruder.	Air Commodore Dave Pietsche said RAAF controllers had positioned a fully armed F/A-18 Hornet fighter to prepare to intercept the aircraft.	[2, 4, 6, 7, 0, 0, 0]	[2, 2, 7, 7, 7, 7, 7, 7, 7, 4, 4, 4, 7, 7, 7, 4, 7]	[2, 2, 2, 2, 7, 4, 4, 4, 4, 7, 7, 7, 7, 7, 4, 7, 7, 7, 7, 7, 4, 7]	['RAAF', 'officers', 'said', 'yesterday', 'a', 'fully', 'armed', 'F/A-18', 'Hornet', 'fighter-bomber', 'was', 'positioned', 'to', 'intercept', 'the', 'intruder', '.']	['Air', 'Commodore', 'Dave', 'Pietsche', 'said', 'RAAF', 'controllers', 'had', 'positioned', 'a', 'fully', 'armed', 'F/A-18', 'Hornet', 'fighter', 'to', 'prepare', 'to', 'intercept', 'the', 'aircraft', '.\n']	9ac2d91e1da647cc95494078503d49d4
They certainly reveal a very close relationship between Boeing and senior Washington officials.	The e-mails reveal the close relationship between Boeing and the Air Force.	[2, 6, 7, 0, 0, 0, 0]	[2, 7, 0, 2, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0]	[2, 2, 7, 2, 7, 7, 7, 7, 7, 2, 2, 2, 7]	['They', 'certainly', 'reveal', 'a', 'very', 'close', 'relationship', 'between', 'Boeing', 'and', 'senior', 'Washington', 'officials', '.']	['The', 'e-mails', 'reveal', 'the', 'close', 'relationship', 'between', 'Boeing', 'and', 'the', 'Air', 'Force', '.\n']	16a7c45e3e0c4dbda00f7b02e3b49a45
AMD made the announcement on Tuesday at the Embedded Systems Conference in Boston.	The Sunnyvale, Calif., chipmaker announced its plans Tuesday at the Embedded Systems Conference in Boston.	[1, 2, 3, 6, 0, 0, 0]	[2, 0, 0, 1, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6]	[2, 2, 2, 2, 2, 2, 1, 0, 0, 3, 6, 6, 6, 6, 6, 6, 6, 6]	['AMD', 'made', 'the', 'announcement', 'on', 'Tuesday', 'at', 'the', 'Embedded', 'Systems', 'Conference', 'in', 'Boston', '.']	['The', 'Sunnyvale', ',', 'Calif.', ',', 'chipmaker', 'announced', 'its', 'plans', 'Tuesday', 'at', 'the', 'Embedded', 'Systems', 'Conference', 'in', 'Boston', '.\n']	fa2746b5eb4a4b479ed683af4c249aeb
Shares of Corixa were gaining 71 cents, or 10%, to $7.91 on the Nasdaq.	In late-morning trading on the Nasdaq Stock Market, Corixa was up 74 cents, or 10%, at $7.94.	[2, 3, 6, 7, 0, 0, 0]	[3, 3, 3, 2, 2, 6, 7, 7, 7, 7, 7, 7, 0, 7, 6, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 2, 2, 6, 6, 6, 6, 6, 6, 6, 0, 6, 0, 6]	['Shares', 'of', 'Corixa', 'were', 'gaining', '71', 'cents', ',', 'or', '10', '%', ',', 'to', '$', '7.91', 'on', 'the', 'Nasdaq', '.']	['In', 'late-morning', 'trading', 'on', 'the', 'Nasdaq', 'Stock', 'Market', ',', 'Corixa', 'was', 'up', '74', 'cents', ',', 'or', '10', '%', ',', 'at', '$', '7.94', '.\n']	8daf988c2cc4460ba441bc912aef4abb
Small-business customers paying $1,200 to $3,200 a year could save $60 to $120.	Small-business customers paying between $1,200 and $3,200 a year would save between $60 and $120 per year, the commission estimated.	[1, 2, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 1, 1, 7, 7, 2, 7, 7, 7]	[0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 1, 1, 2, 0, 0, 2, 0, 0, 7, 7, 0, 0, 0, 0, 0]	['Small-business', 'customers', 'paying', '$', '1,200', 'to', '$', '3,200', 'a', 'year', 'could', 'save', '$', '60', 'to', '$', '120', '.']	['Small-business', 'customers', 'paying', 'between', '$', '1,200', 'and', '$', '3,200', 'a', 'year', 'would', 'save', 'between', '$', '60', 'and', '$', '120', 'per', 'year', ',', 'the', 'commission', 'estimated', '.\n']	22726a6509fe40e2870ce2f6495634e5
After the Houston event, Bush returned to his Crawford, Texas, ranch, where he will host Italian Prime Minister Silvio Berlusconi on Sunday and Monday.	Bush is spending the weekend at his Crawford ranch, where he will play host to Italian Prime Minister Silvio Berlusconi.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 0, 0, 0, 6, 6, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 0, 2, 2, 2, 7, 7, 7, 7, 7, 7]	['After', 'the', 'Houston', 'event', ',', 'Bush', 'returned', 'to', 'his', 'Crawford', ',', 'Texas', ',', 'ranch', ',', 'where', 'he', 'will', 'host', 'Italian', 'Prime', 'Minister', 'Silvio', 'Berlusconi', 'on', 'Sunday', 'and', 'Monday', '.']	['Bush', 'is', 'spending', 'the', 'weekend', 'at', 'his', 'Crawford', 'ranch', ',', 'where', 'he', 'will', 'play', 'host', 'to', 'Italian', 'Prime', 'Minister', 'Silvio', 'Berlusconi', '.\n']	e3e149ddebf74f7782d0cb6eba47e26b
The minister said police had identified the bodies of seven of the 14-member cell believed to have carried out the five almost simultaneous attacks in Casablanca on Friday night.	He said police had identified the bodies of seven of the 14 bombers who launched five almost simultaneous raids Friday night.	[2, 3, 4, 6, 7, 0, 0]	[2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 7, 7, 3, 3, 3, 0]	[2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 7]	['The', 'minister', 'said', 'police', 'had', 'identified', 'the', 'bodies', 'of', 'seven', 'of', 'the', '14-member', 'cell', 'believed', 'to', 'have', 'carried', 'out', 'the', 'five', 'almost', 'simultaneous', 'attacks', 'in', 'Casablanca', 'on', 'Friday', 'night', '.']	['He', 'said', 'police', 'had', 'identified', 'the', 'bodies', 'of', 'seven', 'of', 'the', '14', 'bombers', 'who', 'launched', 'five', 'almost', 'simultaneous', 'raids', 'Friday', 'night', '.\n']	d606c7afa04c44d6ac95147f8b6e2949
The WiFi potties were to be unveiled this summer, at music festivals in Britain.	The world's first portal potty was soon to be rolled out at summer festivals in Great Britain.	[2, 4, 6, 7, 0, 0, 0]	[2, 2, 2, 0, 7, 7, 2, 4, 4, 4, 4, 7, 4, 7, 2, 7]	[2, 2, 2, 2, 2, 2, 0, 7, 7, 7, 2, 2, 4, 4, 4, 7, 2, 2, 7]	['The', 'WiFi', 'potties', 'were', 'to', 'be', 'unveiled', 'this', 'summer', ',', 'at', 'music', 'festivals', 'in', 'Britain', '.']	"['The', 'world', ""'s"", 'first', 'portal', 'potty', 'was', 'soon', 'to', 'be', 'rolled', 'out', 'at', 'summer', 'festivals', 'in', 'Great', 'Britain', '.\n']"	67adc6179edb47c597241e32a3e5f7ab
"""I carried 100 percent of the votes in San Jose -- of all the Austrian-born body builders,"" Schwarzenegger said during the benefit at the Fairmont Hotel."	"""I carried 100 percent of the votes in San Jose - of all the Austrian-born body builders,"" Schwarzenegger quipped."	[2, 5, 6, 7, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 7, 7, 7, 7, 7, 7, 7, 6]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 2, 7]	"['``', 'I', 'carried', '100', 'percent', 'of', 'the', 'votes', 'in', 'San', 'Jose', '--', 'of', 'all', 'the', 'Austrian-born', 'body', 'builders', ',', ""''"", 'Schwarzenegger', 'said', 'during', 'the', 'benefit', 'at', 'the', 'Fairmont', 'Hotel', '.']"	"['``', 'I', 'carried', '100', 'percent', 'of', 'the', 'votes', 'in', 'San', 'Jose', '-', 'of', 'all', 'the', 'Austrian-born', 'body', 'builders', ',', ""''"", 'Schwarzenegger', 'quipped', '.\n']"	9a070762f6e74c228f0d53afe848ecd7
"""It was going to involve others,"" said prosecutor Kenneth Karas at a Jan. 30 court hearing, reports the Associated Press."	"""It was going to involve others,"" federal prosecutor Kenneth Karas said at a Jan. 30 court hearing, without further elaboration."	[6, 7, 0, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 7]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 6]	"['``', 'It', 'was', 'going', 'to', 'involve', 'others', ',', ""''"", 'said', 'prosecutor', 'Kenneth', 'Karas', 'at', 'a', 'Jan.', '30', 'court', 'hearing', ',', 'reports', 'the', 'Associated', 'Press', '.']"	"['``', 'It', 'was', 'going', 'to', 'involve', 'others', ',', ""''"", 'federal', 'prosecutor', 'Kenneth', 'Karas', 'said', 'at', 'a', 'Jan.', '30', 'court', 'hearing', ',', 'without', 'further', 'elaboration', '.\n']"	0b2320560ee14534a23dabdf76d79fb1
It was third time lucky for Hempleman-Adams, 46, after two previous abandoned attempts to make ballooning history.	It was third time lucky for the 46-year-old explorer who twice had to abandon attempts to make ballooning history.	[1, 2, 4, 6, 7, 0, 0]	[0, 0, 0, 0, 0, 0, 4, 2, 2, 2, 4, 4, 7, 4, 4, 0, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 4, 2, 4, 4, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7]	['It', 'was', 'third', 'time', 'lucky', 'for', 'Hempleman-Adams', ',', '46', ',', 'after', 'two', 'previous', 'abandoned', 'attempts', 'to', 'make', 'ballooning', 'history', '.']	['It', 'was', 'third', 'time', 'lucky', 'for', 'the', '46-year-old', 'explorer', 'who', 'twice', 'had', 'to', 'abandon', 'attempts', 'to', 'make', 'ballooning', 'history', '.\n']	43b5db41b0bf41779651862b57feff5f
In fact, Fatima Haque's prom tonight had practically everything one might expect on one of a teenage girl's most important nights.	In fact, Fatima Haque's prom had practically everything one might expect on one of the most important nights of a teenage girl's year.	[3, 6, 7, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 7]	"['In', 'fact', ',', 'Fatima', 'Haque', ""'s"", 'prom', 'tonight', 'had', 'practically', 'everything', 'one', 'might', 'expect', 'on', 'one', 'of', 'a', 'teenage', 'girl', ""'s"", 'most', 'important', 'nights', '.']"	"['In', 'fact', ',', 'Fatima', 'Haque', ""'s"", 'prom', 'had', 'practically', 'everything', 'one', 'might', 'expect', 'on', 'one', 'of', 'the', 'most', 'important', 'nights', 'of', 'a', 'teenage', 'girl', ""'s"", 'year', '.\n']"	68035ed330124697979e2336a5481c32
He has been at UCSD since 1991 and was appointed chancellor in 1996, after spending 22 years with ATT Bell Labs, where he worked on superconductors and other materials.	Dynes has been at UC San Diego since 1991 after spending 22 years with ATT Bell Labs, where he worked on superconductors and other materials.	[2, 5, 6, 7, 0, 0, 0]	[2, 6, 6, 6, 2, 6, 6, 7, 7, 7, 7, 7, 7, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['He', 'has', 'been', 'at', 'UCSD', 'since', '1991', 'and', 'was', 'appointed', 'chancellor', 'in', '1996', ',', 'after', 'spending', '22', 'years', 'with', 'AT', '', 'T', 'Bell', 'Labs', ',', 'where', 'he', 'worked', 'on', 'superconductors', 'and', 'other', 'materials', '.']	['Dynes', 'has', 'been', 'at', 'UC', 'San', 'Diego', 'since', '1991', 'after', 'spending', '22', 'years', 'with', 'AT', '', 'T', 'Bell', 'Labs', ',', 'where', 'he', 'worked', 'on', 'superconductors', 'and', 'other', 'materials', '.\n']	c67bac98617e4ad285161656fe6b7ab8
The stock rose $2.11, or about 11 percent, to close on Friday at $21.51 on the New York Stock Exchange.	PGE Corp. shares jumped $1.63 or 8 percent to $21.03 on the New York Stock Exchange on Friday.	[2, 5, 6, 7, 0, 0, 0]	[2, 2, 2, 6, 6, 0, 6, 6, 6, 6, 0, 6, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[2, 2, 2, 2, 2, 2, 7, 6, 6, 6, 6, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['The', 'stock', 'rose', '$', '2.11', ',', 'or', 'about', '11', 'percent', ',', 'to', 'close', 'on', 'Friday', 'at', '$', '21.51', 'on', 'the', 'New', 'York', 'Stock', 'Exchange', '.']	['PG', '', 'E', 'Corp.', 'shares', 'jumped', '$', '1.63', 'or', '8', 'percent', 'to', '$', '21.03', 'on', 'the', 'New', 'York', 'Stock', 'Exchange', 'on', 'Friday', '.\n']	e68332fb411543ddb12e9c85345a64aa
She had only a single condition, that the book not be published until her death.	She insisted, though, that it not be published until after her death.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 7, 7, 7, 7, 7, 7, 7]	[6, 0, 7, 7, 6, 6, 0, 6, 6, 6, 6, 7, 6, 6, 6]	['She', 'had', 'only', 'a', 'single', 'condition', ',', 'that', 'the', 'book', 'not', 'be', 'published', 'until', 'her', 'death', '.']	['She', 'insisted', ',', 'though', ',', 'that', 'it', 'not', 'be', 'published', 'until', 'after', 'her', 'death', '.\n']	ca15cb0136664eb1a3520c62c87fa5cd
Former company chief financial officer Franklyn M. Bergonzi pleaded guilty to one count of conspiracy on June 5 and agreed to cooperate with prosecutors.	Last week, former chief financial officer Franklyn Bergonzi pleaded guilty to one count of conspiracy and agreed to cooperate with the government's investigation.	[2, 6, 7, 0, 0, 0, 0]	[6, 7, 6, 6, 6, 2, 2, 2, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 6, 6, 6, 6, 6, 2, 6]	[6, 6, 6, 7, 7, 7, 7, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 2, 7]	['Former', 'company', 'chief', 'financial', 'officer', 'Franklyn', 'M.', 'Bergonzi', 'pleaded', 'guilty', 'to', 'one', 'count', 'of', 'conspiracy', 'on', 'June', '5', 'and', 'agreed', 'to', 'cooperate', 'with', 'prosecutors', '.']	"['Last', 'week', ',', 'former', 'chief', 'financial', 'officer', 'Franklyn', 'Bergonzi', 'pleaded', 'guilty', 'to', 'one', 'count', 'of', 'conspiracy', 'and', 'agreed', 'to', 'cooperate', 'with', 'the', 'government', ""'s"", 'investigation', '.\n']"	f30fdb8f55fb4ab2af4ffa305f8b2864
The plan is to convert half of its eight million local phone lines within the next six years.	Sprint plans to move half of its 8 million local lines from hard-wired circuits to packet networks in the next six years.	[1, 2, 6, 7, 0, 0, 0]	[0, 1, 0, 0, 2, 7, 7, 7, 2, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7]	[0, 1, 0, 2, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7]	['The', 'plan', 'is', 'to', 'convert', 'half', 'of', 'its', 'eight', 'million', 'local', 'phone', 'lines', 'within', 'the', 'next', 'six', 'years', '.']	['Sprint', 'plans', 'to', 'move', 'half', 'of', 'its', '8', 'million', 'local', 'lines', 'from', 'hard-wired', 'circuits', 'to', 'packet', 'networks', 'in', 'the', 'next', 'six', 'years', '.\n']	f613311399c7427ebdd9fb8bf73e14d4
"""But they did not, as of the time of this particular tragic event, provide the security we had requested,"" Mr Jordan said."	"""They did not ... provide the security that we had requested,"" Jordan said in a CBS interview."	[2, 5, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7]	"['``', 'But', 'they', 'did', 'not', ',', 'as', 'of', 'the', 'time', 'of', 'this', 'particular', 'tragic', 'event', ',', 'provide', 'the', 'security', 'we', 'had', 'requested', ',', ""''"", 'Mr', 'Jordan', 'said', '.']"	"['``', 'They', 'did', 'not', '...', 'provide', 'the', 'security', 'that', 'we', 'had', 'requested', ',', ""''"", 'Jordan', 'said', 'in', 'a', 'CBS', 'interview', '.\n']"	144dfe428cf2431597a3c28a09c95e8b
