id	sentence1	sentence2	similarity
cfb7be0e-e65c-4e4b-ab0f-5f80c5fec2e5	"Is it in the food supply?"" says David Ropeik, director of risk communication at the Harvard Center for Risk Analysis."	"""It's not zero,"" said David Ropeik, director of risk communication at the Harvard Center for Risk Analysis."	1.75
404da498-c77e-43c5-ab46-028f0a9b13b9	They are being held on immigration violations as the incident is investigated.	Both men are being held for investigation of administrative immigration violations.	4.4
cc080436-0ded-4f17-8ab4-28cd592d2e1e	Indian Maoist rebels offer talks to free Italian hostages	India: Maoist rebels in talks on freeing Italians	3.8
33a2f551-94a5-4ed5-847d-09d4371ca05d	A rugby player in dark gear is carrying a light colored rugby ball with arm outstretched.	A brown dog splashes in the water while carrying a ball in it's mouth.	0.4
c03ea15b-a6c0-4131-8e70-57a430fca74f	The deer jumped over the fence.	A deer jumps over a cyclone fence.	4.0
c3833444-8bac-417f-8f50-ba87facf10e4	The murky waters of the South China Sea	Peace lies over the South China Sea	1.4
b0ce35de-4549-40dc-8e0e-7c3cbfec78b8	A man is swinging in a rope.	A gibbon is swinging in the trees.	1.25
69af470a-ffea-4a91-b4ed-05d4f2a2a610	A man is playing his guitar at Joe's Cafe.	The man is playing the drums for his mom.	1.2
dacfd293-62e6-4441-8bc0-cc575977dd11	A woman holds a baby while a man looks at it as another man holding a child watches.	A woman stands with her arms out in a store while another woman holds a camera.	0.4
ec61a5f3-1a6e-4925-a363-11c22c978af1	Mr. Pingeon is director of litigation for Massachusetts Correctional Legal Services, a prisoners' rights group.	Pingeon said an attorney for his organization, Massachusetts Correctional Legal Services, interviewed Assan Tuesday.	1.667
283e3419-2f64-4475-8dd1-db5eff895bb6	The woman is peeling shrimp.	The man is holding a lemur.	0.0
231a8848-cf3a-4058-8b3d-c6baea234364	Two dogs running down a beach.	two dogs running on the beach	4.8
db4ff7dc-d634-45d7-a423-4b14d69f9bf4	The hearing occurred a day after the Pentagon for the first time singled out an officer, Dallager, for not addressing the scandal.	The hearing came one day after the Pentagon for the first time singled out an officer - Dallager - for failing to address the scandal.	5.0
cf5be269-e872-4f89-bdab-2f057994ca72	Chinese shares close lower Wednesday	Chinese shares close higher Friday	2.2
4cec5e9f-cf70-4cd4-9561-606cf154eb04	A woman is brushing her feet.	The sun is rising behind trees.	0.0
644476e8-c115-43b2-a2b1-d47948422b15	Two people ride their bikes down a dirt road.	Two people riding their bikes on a hill.	3.4
fd5c1f5f-2e9d-4a4d-a2fb-44bff24f285e	Two bald eagles perched on a branch.	Two eagles are perched on a branch.	4.2
89121f41-bafc-4790-b1f4-41188fbe9f38	investigators claim the british company was a cia cover.	russian investigators stated that the british company was a cia cover.	4.4
f44c7405-220e-438e-8476-739fa634ce18	A man sitting on a bench looking at a dog on a leash sitting on sidewalk.	A women holds a small baby while sitting on a sofa.	0.0
9294fd45-fa74-436d-894a-d2d8fa0162ca	As soon as possible.	Start them as early as possible.	4.0
32c7ee76-e032-44e8-add1-3a1a46d4b302	PM in Tehran, asks NAM to take clear stand on Syria	Manmohan in Tehran, asks NAM to take a stand on Syria	3.8
078874b0-fc86-4f93-804e-94564301ad54	A man is playing a guitar.	A woman is playing the guitar.	2.75
720c1934-0475-4445-9432-c0d21ff7dcd6	A man does floor exercises.	A man is exercising.	3.6
21b8d668-f8bc-4e62-b4ac-80ef97c2d9e0	A small blond boy slides head first down a blue playground slide toward another blond youth.	A young boy with his hair standing up, is sliding down a blue slide	2.0
f5482800-6863-4f7c-be2a-24db7ef35903	A child in a red shirt is using a black wake board to splash over a beach wave.	A man in a rowboat is rowing across blue water.	1.0
0c53f206-2248-4071-93b9-2ae470d7fc50	Nadal tops Djokovic for 7th French Open title	Tennis: Nadal defeats Djokovic for Monte Carlo title	3.2
d02b35ec-0f75-45d0-9928-db4d49fa7736	4 killed in shrine bombing in northwest Pakistan	12 killed in U.S. drone strike in NW Pakistan	0.8
f0b446e3-8fc0-4c05-b280-b36ce4f05526	Clinton ready to fight for Obama	Clinton a tough act for Obama to follow	1.0
d3c09bd9-06fe-4d7c-b430-1f188738f7ed	Cash-rich Apple to pay dividend, buy back shares	Apple to pay $2.65/share dividend, buy back $10B stock	3.8
fbe49a22-0065-434b-8380-445ef5232818	A man calling for a taxi at the airport on a sunny day.	A man is outside on a July day.	1.4
5b7b4f72-7f18-4514-ae31-a4776523471f	Usain Bolt wins 200m – Steven Howard reaction	Facebook mobile gains drive revenue growth: reaction	0.2
0faf0422-c024-4e53-b1ad-bc5cee88e88d	Over 100 dead as typhoon slams central Philippines	At least 100 dead as typhoon batters Philippines	5.0
3577e7a2-a5be-4e4b-81c8-161a508f62f3	a young girl smiling with her head upside down	A girl poses with her head upside down.	4.6
9d372d03-4272-4309-a0b6-e9b958d8dafc	But Adora Obi Nweze, the NAACP state president, said the state only tried to prove its conclusion of suicide, rather than consider the possibility of murder.	Adora Obi Nweze, the NAACP state president, said the state has refused to consider the possibility of murder.	3.4
4f87d190-8187-4051-87b4-32b599aa0fbf	Life-threatening Midwest storms feared	'Life-Threatening' Storms Feared for Midwest	4.4
1f2c31dd-89d8-4677-ac79-c931e5e90094	"""Close co-operation between law-enforcement agencies and intelligence services lie at the heart of the ongoing fight against terrorism,"" Mr Howard said."	Close cooperation between regional law enforcement agencies and intelligence services was at the heart of the fight against terrorism, he said.	4.0
2e4e312d-62c8-40aa-a57a-5f69d81f1337	Someone drew on Washington's face on the dollar.	A person draws on a dollar bill.	3.4
398b988b-91ce-4884-b737-e5ff8f823049	the cfe treaty was established in 1990.	the treat was originally signed in 1990.	3.2
8f4f8222-e0fc-4413-848a-d1c5c06af0a4	"""I feel confident saying that HP is no longer an integration story,"" Fiorina said."	"""We still have a lot to do, but I feel confident that HP is no longer an integration story."""	3.4
07c77d79-4e45-4da5-bea3-e9ab8b9e2db0	Indian army kill 3 militants in Indian-controlled Kashmir	Indian troops kill militant commander in Indian-controlled Kashmir	3.6
5c77585d-146c-4ff2-9dee-4c07d4601662	anatoly sokolov announced-- soviet-built a-135 missile defense system around moscow is obsolete and inefficient.	soviet-built a-135 missile defense system around moscow is obsolete and inefficient.	4.6
b8c822db-5ced-4ac0-b9d5-c7eb6c734772	Three guys in speedos have their feet up on the railing of a boat getting a tan.	A few men on the deck are dropping another man into the water	1.6
c9092c38-ad35-4a7e-a404-f6f0aae715db	A woman is dancing.	A man is talking.	0.0
5a4b6a1d-1e5e-4e59-b5bb-9a5dc45f1140	Clinton: US, Europe must do more against tyrants	Clinton: US, Europe Must Work to Defeat Tyrants	4.4
7b325d7c-3e61-4350-add4-fa0e7aac0821	Car Bomb Wounds 15 in Hezbollah Stronghold in Lebanon	Car bomb rocks Hezbollah stronghold in Lebanon	3.2
723e1dc7-0ab0-48eb-8dab-76ebd4c5279a	Capital gains, top rate:  percent.	Income tax, top rate:  percent.	2.4
d8d4a6e6-30dd-4432-b183-d7d849eb1cb6	I've never accused him of over-milligraming, nothing.	I've never accused him of doctoring a baseball.	0.4
ae1b3748-a3aa-46db-875b-4807314fce44	Two men wearing traditional clothing is standing outside.	Three women wearing black vests and gray shirts are talking outside of a building.	2.0
a536d21a-475f-41be-924a-ce487eba504f	Licensing revenue slid 21 percent, however, to $107.6 million.	License sales, a key measure of demand, fell 21 percent to $107.6 million.	4.0
85b2d632-2074-45bd-aa63-c2d090baa00c	Snowden thanks Russia for asylum	Snowden thanks Russia for granting asylum	5.0
10025910-be6f-49ff-9feb-aff670b59715	NATO: Patriot missile battery operational on Syrian border	Obama: Patriot missile batteries, troops to stay in Jordan near Syrian border	3.2
e331ab2c-f9c9-45fe-aac7-1e8a7c02b3e9	Today in History, Dec. 2	Today in History, April 23	1.8
c584eb82-e172-4135-809c-9550f9a764af	The cats are running through the grass.	Some dogs running through the park.	2.0
12e1a759-200b-4a4c-ac48-7516d4245ff1	China detains city workers after fruit seller dies	Napthine takes the reins after Baillieu's leadership crumbles	0.0
6b74f005-beb4-411f-8ecd-57a0a99b3be4	Three children wrestle on a floral carpet.	Three children playing on the floor.	3.8
c1e230c4-e2f1-44dc-9484-9b421c7a931f	US Afghanistan general linked to Petraeus scandal	Senior US general linked to Petraeus scandal	3.8
d8eec229-d0e4-4327-b1e1-357057896d75	Yvette Cooper backs gay marriage bill	White House backs gay marriage	2.6
0a76e2c2-bfb8-4b8c-99d4-2010c98c0a05	A computer on a desk.	A computer operating on a desk.	4.0
f5f66d49-3fe9-4643-bcf8-21cf26c5d5cd	I wood have asked her if she is up for a treesome.	I wood have at least asked if a threesome was out of the question.	4.8
3fb5ddd4-40ad-42ae-a029-6d677ad37172	Tunisian opposition politician shot dead	Tunisia opposition leader slain; protests erupt	3.0
e7357f76-1b3e-412a-a88f-d6a30649742a	The new law requires libraries and schools to use filters or lose federal financing.	The 6-3 ruling reinstates a law that told libraries to install filters or surrender federal money.	2.8
f1343eef-7a6b-45c6-b2fd-2ad4936510aa	Suspicious object found in Tel Aviv not explosive device	Police treat suspicious object at Tel Aviv bus station	3.4
05899358-bcc2-4947-a236-453d6f22f412	A gray cat with green eyes looks at the camera.	A grey cat with green eyes looking into the camera.	5.0
368f862e-4806-4c40-b769-8e16e9e5a0f4	The bank's shares fell 45 cents in trading yesterday to $91.51 per share.	Shares of M&T, which is based in Buffalo, fell 41 cents, to $91.51.	2.75
58765f0a-d95f-47df-b0a0-1e59bc99d202	A man playing the violin in the rain.	A man playing the guitar in the rain.	3.2
c28f02d1-e4e9-423a-a7b7-f65f84f2846f	A small white cat standing in a sink.	Grey and white cat sitting in bathroom sink.	3.6
972cb1fd-69f8-46f3-a4ea-d04c6a82491d	13 killed in Afgan terror attack	6 killed in Afghan capital mosque attack	2.0
d9aa661b-8160-48de-88fe-4ad406163da1	For the entire season, the average five-day forecast track error was 259 miles, Franklin said.	"""The average track error for the five-day (forecast) is 323 nautical miles."	1.75
a79eafe9-f036-4804-b868-624f134be4b4	Greece suspends state broadcaster	Greece to close state broadcaster to save money	4.2
8598f63b-681d-4c93-979b-31bd6a55390a	A black and white cow standing in hay looks back at the camera.	There is a black and white sheep standing on the grass.	0.2
bfdebb8c-2324-43d7-a171-386eee6e08b2	We are all vessels filled with many wonders.	Landon Memory from CATS We are all vessels filled with many wonders.	3.0
e70ee22a-9c42-4a05-9774-f2f521a76a0a	France pledges military aid in Mali	Most French support military operation in Mali	1.4
8f8d6d0a-838b-4fc3-b335-3aeebda88479	It's so stupid that it just has to be true.	It's amusing to think it even might be true.	3.0
9a7af9ee-cb10-4b0b-8600-5c9a48240bd2	US Senate to meet as path out of fiscal impasse still elusive	US Senate has Rare Sunday Session Days Amid Fiscal Impasse	3.6
abd7e537-70ea-4dfe-8fe6-ea2bdca256c9	Chinese stocks close higher Thursday	Chinese stocks open mixed Wednesday	1.0
3c65fde2-2fa1-44c1-a17b-e70de19258e1	Syrians trade blame over blasts	Israel braces for Arab protests	0.2
ca642816-51f0-4f09-a5c5-ccdee6ccfc39	Sail boat sailing on the water.	Sailboat sailing on a cloudy day.	3.4
8d470140-d9b4-42cb-ab46-2f0cd9d42175	They reported symptoms of fever, headache, rash and muscle aches.	Symptoms include a stiff neck, fever, headache and sensitivity to light.	2.333
5e962b4c-cc9e-4816-b136-6a955992a7c9	China to resume US investment talks	China and Taiwan hold historic talks	0.8
cc242672-6c53-4e26-99db-811fbb5fefd2	Both are being held in the Armstrong County Jail.	Tatar was being held without bail in Armstrong County Prison today.	2.5
5abc58e3-0e44-4d1e-8b67-c22c5e845c86	Luzerne County District Attorney David Lupas told a news conference Monday that authorities were ``continuing to make significant progress'' in the case.	"No charges have been filed in those deaths, but Luzerne County District Attorney David Lupas said authorities were ""continuing to make significant progress"" in the case."	3.4
069c9052-a56d-4d00-ab2e-c2627bdfcd7f	Stocks close 0.39% higher	Singapore stocks close 0.31 pct lower	1.6
e1579e97-68ee-4419-b12e-cb9355fe877f	Most doctors do recommend rice cereal as the first food, as there is almost no worry of allergic reaction.	Eating off a spoon has to be an unusual experience for them.	0.67
5b92840b-94ae-430d-8bc4-b663c568058f	Two black dogs playing in the snow.	A black dog digs in the snow.	3.4
742371f5-ab2f-4c07-ae5f-8ee398f3221c	'Large and extremely dangerous' tornado heads towards Oklahoma City	Mom and baby among five killed as tornadoes rake Oklahoma City area	1.6
0b65ab2b-17b2-413a-9e44-7a2cc495cf54	The mother also alleged in the lawsuit that she was sexually assaulted by one of the guards.	The mother also contended that she was sexually assaulted by one of the guards during the 1998 confrontation.	4.0
52bff194-36a4-464e-94d9-7a7bbd535503	A person is adding food in a pan.	A woman puts rice into a pan.	3.0
06b86f5d-86a1-4d17-9941-14f3dc7c1e8f	The man is slicing a fish open.	A man is slicing a potato.	2.2
a60ec8f7-f82d-42eb-9d87-e5198b2faec3	The bald eagle is perched on a rope.	Two bald eagles perched on a branch.	2.6
ac024411-76f5-4d72-a681-dba80cdcb64c	A baseball player throws the ball.	The basketball player holds the ball.	1.6
0d94868b-50a0-4b8b-802b-0ebc80c46f32	Generations divided over gay marriage	G20 Summit ends divided over Syria	0.0
fb77185b-2720-4af3-872a-6e8b2d0dca4b	The curious boys look in the shed.	Two small boys in a woody area looking at a shed.	2.8
c504d5bc-8598-47b4-aafb-af26aaa721c0	Palestinian prisoners to end hunger strike	Progress reported in Palestinian prisoner hunger strike talks	2.8
eb145549-ac8a-436f-b098-254e340ab67a	The girl is riding the horse.	The girl is spraying the plants with water.	0.2
89b3db2a-ff24-4f0b-b759-319893c7e011	not astros or orioles bad Gameday for the orioles game is frozen for me.	Gameday for the orioles game is frozen for me.	3.0
eb1cb055-f7da-49d2-bfb7-392953ff65c7	6.2 magnitude quake jolts Sarangani	4.3-magnitude earthquake jolts SW China	2.0
de6d49fa-261b-4ac5-834b-1dea3349bfef	A woman is writing a letter.	A woman is sitting at a desk.	1.667
fc4e2c6a-b915-47f8-a0d0-6391b0c88b4d	A woman is sewing on a machine.	A woman is breading some meat.	0.6
893c5558-bcf9-44e7-9825-3543399c6ab7	Black and white image of a wave crashing in the ocean.	a small black dog in the ocean with some rocks in the background	0.6
cc17e5ea-1988-4ca0-bf30-b180811b3244	A softball player swinging at a pitch.	A baseball player hitting the ball	2.8
f9275604-d82a-4c7b-85fe-4daf90ea7050	A baby panda goes down a slide.	A panda slides down a slide.	4.4
9d66f2a2-f9cc-4c4d-86e3-ff1934fadca1	A clown performs for brother and sister as the rest of the party watches.	A blond-haired child performing on the trumpet in front of a house while his younger brother watches.	1.2
